Poll_spec,Poll_order,Julian_day,Plant_spec,Freq,Ele_m,Lat,Lon,Period
Bombus appositus,Hymenoptera,179,Penstemon glaber,1,2822.851807,38.92568196,-105.044081,Present
Bombus appositus,Hymenoptera,180,Caragana arborescens,1,2700.872559,38.92479801,-105.022178,Present
Bombus appositus,Hymenoptera,180,Caragana arborescens,1,2700.872559,38.92479801,-105.022178,Present
Bombus appositus,Hymenoptera,187,Penstemon glaber,1,2813.573486,38.92197498,-105.024906,Present
Bombus appositus,Hymenoptera,207,Cirsium scariosum/scopulorum,1,3601.288818,38.87629797,-105.065276,Present
Bombus appositus,Hymenoptera,222,Penstemon glaber,1,3221.1604,38.89125899,-105.067907,Present
Muscidae spp.,Diptera,218,Chamaenerion angustifolium,1,2781.89331,38.927718,-105.04779,Present
Bombus appositus,Hymenoptera,222,Penstemon glaber,1,3350.305664,38.89353401,-105.065892,Present
Bombus appositus,Hymenoptera,222,Penstemon glaber,1,3350.305664,38.89353401,-105.065892,Present
Bombus appositus,Hymenoptera,228,Geranium caespitosum,1,2772.597412,38.92542204,-105.021745,Present
Bombus appositus,Hymenoptera,228,Geranium caespitosum,1,2772.597412,38.92542204,-105.021745,Present
Bombus appositus,Hymenoptera,187,Caragana arborescens,2,2777.93335,38.92466901,-105.022311,Present
Muscidae spp.,Diptera,218,Chamaenerion angustifolium,1,2782.296631,38.92418303,-105.022258,Present
Bombus appositus,Hymenoptera,166,Polemonium viscosum,1,3285.887207,38.77095203,-105.019039,Present
Bombus appositus,Hymenoptera,174,Dryas octopetala subsp. hookeriana,1,3603.814209,38.87602304,-105.065352,Present
Muscidae spp.,Diptera,224,Geranium caespitosum,1,2776.85962,38.92473,-105.02226,Present
Muscidae spp.,Diptera,224,Geranium caespitosum,1,2764.074951,38.92520897,-105.021905,Present
Muscidae spp.,Diptera,224,Chamaenerion angustifolium,1,2775.049072,38.92411496,-105.022247,Present
Muscidae spp.,Diptera,226,Heterotheca villosa,1,2781.52173,38.924152,-105.02237,Present
Muscidae spp.,Diptera,226,Potentilla fruticosa,1,2784.385498,38.92420004,-105.022289,Present
Muscidae spp.,Diptera,227,Geranium caespitosum,1,2776.970459,38.92526203,-105.021858,Present
Muscidae spp.,Diptera,193,Bistorta bistortoides,1,3524.628418,38.86887202,-105.057408,Present
Muscidae spp.,Diptera,193,Penstemon hallii,1,3524.628418,38.86887202,-105.057408,Present
Muscidae spp.,Diptera,197,Cirsium scariosum/scopulorum,2,3575.929932,38.87562004,-105.064043,Present
Muscidae spp.,Diptera,197,Bistorta bistortoides,2,3592.897461,38.87634801,-105.065212,Present
Muscidae spp.,Diptera,199,Penstemon glaber,2,3580.70898,38.87569,-105.0641,Present
Muscidae spp.,Diptera,172,Primula angustifolia,1,3807.218262,38.86430296,-105.083282,Present
Muscidae spp.,Diptera,188,Caltha chionophila,1,3424.8479,38.85931003,-105.054985,Present
Muscidae spp.,Diptera,188,Caltha chionophila,1,3424.8479,38.85931003,-105.054985,Present
Muscidae spp.,Diptera,188,Mertensia ciliata,1,3424.8479,38.85931003,-105.054985,Present
Muscidae spp.,Diptera,188,Penstemon whippleanus,1,3367.524414,38.86376903,-105.053564,Present
Muscidae spp.,Diptera,188,Bistorta bistortoides,1,3521.251465,38.86892399,-105.057372,Present
Muscidae spp.,Diptera,192,Geum rossii var. turbinatum,1,3585.917236,38.87620199,-105.06437,Present
Muscidae spp.,Diptera,192,Erigeron grandiflorus,1,3580.598145,38.87593101,-105.0643,Present
Muscidae spp.,Diptera,192,Erigeron pinnatisectus,1,3584.957764,38.87641003,-105.064549,Present
Muscidae spp.,Diptera,196,Geum rossii var. turbinatum,1,3955.14624,38.86151397,-105.06731,Present
Muscidae spp.,Diptera,207,Potentilla pulcherrima,1,3295.799316,38.77077702,-105.019539,Present
Muscidae spp.,Diptera,207,Potentilla pulcherrima,1,3294.749512,38.77088699,-105.019581,Present
Muscidae spp.,Diptera,207,Potentilla pulcherrima,1,3294.749512,38.77088699,-105.019581,Present
Muscidae spp.,Diptera,220,Rhodiola rhodantha,1,3919.822266,38.86187699,-105.069148,Present
Muscidae spp.,Diptera,220,Geum rossii var. turbinatum,1,3919.822266,38.86187699,-105.069148,Present
Muscidae spp.,Diptera,220,Geum rossii var. turbinatum,1,3915.247314,38.86171103,-105.068798,Present
Muscidae spp.,Diptera,220,Geum rossii var. turbinatum,1,3915.247314,38.86171103,-105.068798,Present
Muscidae spp.,Diptera,221,Chamaenerion angustifolium,1,3159.859619,38.89271501,-105.066464,Present
Muscidae spp.,Diptera,222,Geum rossii var. turbinatum,1,3936.198975,38.85708497,-105.06319,Present
Muscidae spp.,Diptera,222,Geum rossii var. turbinatum,1,3936.198975,38.85708497,-105.06319,Present
Muscidae spp.,Diptera,166,Caltha chionophila,1,3281.028809,38.77023504,-105.018884,Present
Muscidae spp.,Diptera,166,Caltha chionophila,1,3281.028809,38.77023504,-105.018884,Present
Muscidae spp.,Diptera,166,Cymopterus lemmonii,1,3291.130859,38.77061902,-105.01966,Present
Muscidae spp.,Diptera,172,Geum rossii var. turbinatum,1,3770.932861,38.86447404,-105.084486,Present
Muscidae spp.,Diptera,174,Sambucus racemosa,1,3140.962891,38.89141699,-105.067008,Present
Muscidae spp.,Diptera,174,Sambucus racemosa,1,3140.962891,38.89141699,-105.067008,Present
Muscidae spp.,Diptera,186,Achillea millefolium,1,3211.588379,38.89093403,-105.067009,Present
Muscidae spp.,Diptera,187,Rubus deliciosus,1,2841.67041,38.92960503,-105.043593,Present
Muscidae spp.,Diptera,187,Rosa acicularis subsp. sayi,1,2790.901855,38.92960897,-105.043213,Present
Muscidae spp.,Diptera,188,Senecio atratus,1,3184.993652,38.892799,-105.06875,Present
Muscidae spp.,Diptera,192,Geum rossii var. turbinatum,1,3582.977539,38.87630501,-105.064541,Present
Muscidae spp.,Diptera,192,Hymenoxys grandiflora,1,3574.934814,38.87654004,-105.064362,Present
Muscidae spp.,Diptera,192,Hymenoxys grandiflora,1,3574.934814,38.87654004,-105.064362,Present
Muscidae spp.,Diptera,192,Geum rossii var. turbinatum,1,3583.410156,38.87639,-105.064423,Present
Muscidae spp.,Diptera,195,Achillea millefolium,1,3222.283203,38.89122899,-105.06789,Present
Muscidae spp.,Diptera,203,Penstemon glaber,1,3421.379395,38.879208,-105.073146,Present
Muscidae spp.,Diptera,203,Potentilla fruticosa,1,3484.435303,38.87572699,-105.072489,Present
Muscidae spp.,Diptera,203,Potentilla fruticosa,1,3484.435303,38.87572699,-105.072489,Present
Muscidae spp.,Diptera,203,Potentilla fruticosa,1,3484.435303,38.87572699,-105.072489,Present
Muscidae spp.,Diptera,203,Zigadenus elegans,1,3492.920898,38.87576697,-105.072298,Present
Muscidae spp.,Diptera,203,Achillea millefolium,1,3490.569824,38.87550797,-105.072823,Present
Muscidae spp.,Diptera,203,Solidago missouriensis,1,3489.081543,38.87511201,-105.073047,Present
Muscidae spp.,Diptera,203,Achillea millefolium,1,3490.02124,38.875196,-105.074084,Present
Muscidae spp.,Diptera,203,Achillea millefolium,1,3490.02124,38.875196,-105.074084,Present
Muscidae spp.,Diptera,207,Sedum lanceolatum,1,3289.368652,38.770875,-105.019121,Present
Muscidae spp.,Diptera,207,Potentilla pulcherrima,1,3289.368652,38.770875,-105.019121,Present
Muscidae spp.,Diptera,207,Potentilla hippiana,1,3289.368652,38.770875,-105.019121,Present
Muscidae spp.,Diptera,207,Eremogone fendleri,1,3289.368652,38.770875,-105.019121,Present
Muscidae spp.,Diptera,215,Bistorta bistortoides,1,3900.806396,38.86115899,-105.070287,Present
Muscidae spp.,Diptera,216,Antennaria rosea,1,3489.810059,38.87533598,-105.07428,Present
Muscidae spp.,Diptera,216,Cirsium scariosum/scopulorum,1,3472.644287,38.87470599,-105.075135,Present
Muscidae spp.,Diptera,220,Bistorta bistortoides,1,3914.317627,38.86168798,-105.06922,Present
Muscidae spp.,Diptera,222,Symphyotrichum foliaceum,1,3144.796875,38.87679501,-105.104922,Present
Muscidae spp.,Diptera,222,Potentilla fruticosa,1,3151.635742,38.87708302,-105.104528,Present
Muscidae spp.,Diptera,222,Potentilla fruticosa,1,3151.635742,38.87708302,-105.104528,Present
Muscidae spp.,Diptera,222,Potentilla fissa,1,3123.512207,38.87285996,-105.114157,Present
Muscidae spp.,Diptera,222,Packera fendleri,1,3106.409668,38.87165297,-105.118199,Present
Muscidae spp.,Diptera,201,Potentilla fruticosa,1,3034.468994,38.89258099,-105.125356,Present
Ancistrocerus spp.,Hymenoptera,180,Rubus idaeus var. strigosus,1,2616.95459,38.90162297,-104.992246,Present
Stomoxys calcitrans,Diptera,193,Erigeron compositus,1,3590.011719,38.87605296,-105.064512,Present
Stomoxys calcitrans,Diptera,193,Geum rossii var. turbinatum,1,3590.011719,38.87605296,-105.064512,Present
Stomoxys sp.,Diptera,199,Chamaenerion angustifolium,1,2779.301758,38.92419803,-105.022257,Present
Stomoxys sp.,Diptera,218,Chamaenerion angustifolium,1,2783.268066,38.92418697,-105.022245,Present
Thricops spp.,Diptera,199,Zigadenus elegans,1,3598.49292,38.87665202,-105.065373,Present
Thricops spp.,Diptera,199,Achillea millefolium,1,3558.021973,38.87355097,-105.063298,Present
Thricops spp.,Diptera,199,Zigadenus elegans,2,3591.663574,38.87629,-105.06459,Present
Thricops spp.,Diptera,222,Gentiana parryi,1,3150.589844,38.87592799,-105.106877,Present
Thricops spp.,Diptera,222,Chamaenerion angustifolium,1,3158.67041,38.88065597,-105.101426,Present
Thricops spp.,Diptera,222,Potentilla fruticosa,1,3153.661133,38.87666903,-105.104946,Present
Thricops spp.,Diptera,222,Aconitum columbianum,1,3154.370605,38.87921596,-105.102347,Present
Thricops spp.,Diptera,196,Geranium caespitosum,1,2770.06421,38.925287,-105.02191,Present
Thricops spp.,Diptera,196,Geranium caespitosum,1,2760.283447,38.92533797,-105.021878,Present
Thricops spp.,Diptera,196,Erigeron speciosus,1,2793.5,38.92297301,-105.021413,Present
Thricops spp.,Diptera,196,Rosa acicularis subsp. sayi,1,2780.86792,38.92405998,-105.02189,Present
Thricops spp.,Diptera,197,Castilleja occidentalis,1,3590.59668,38.87630501,-105.064934,Present
Thricops spp.,Diptera,199,Hymenoxys grandiflora,1,3576.659424,38.8757,-105.064148,Present
Thricops spp.,Diptera,202,Penstemon glaber,1,3579.056885,38.87569397,-105.064109,Present
Thricops spp.,Diptera,202,Penstemon glaber,1,3579.056885,38.87569397,-105.064109,Present
Thricops spp.,Diptera,202,Erigeron speciosus,1,2796.350098,38.92254797,-105.021212,Present
Thricops spp.,Diptera,204,Chamaenerion angustifolium,1,2780.44214,38.922952,-105.02203,Present
Thricops spp.,Diptera,224,Chamaenerion angustifolium,1,2761.21802,38.924104,-105.02222,Present
Thricops spp.,Diptera,197,Zigadenus elegans,4,3590.855469,38.87631498,-105.064927,Present
Thricops spp.,Diptera,203,Mertensia ciliata,1,3489.045654,38.87565399,-105.072859,Present
Thricops spp.,Diptera,188,Mertensia ciliata,1,3382.383789,38.86369804,-105.053516,Present
Thricops spp.,Diptera,188,Primula parryi,1,3424.8479,38.85931003,-105.054985,Present
Thricops spp.,Diptera,188,Mertensia ciliata,1,3424.8479,38.85931003,-105.054985,Present
Thricops spp.,Diptera,201,Potentilla fruticosa,1,3027.7146,38.88100298,-105.123711,Present
Thricops spp.,Diptera,201,Potentilla hippiana,1,3044.549561,38.88151201,-105.124079,Present
Thricops spp.,Diptera,207,Potentilla fruticosa,1,3286.668945,38.77116996,-105.019389,Present
Thricops spp.,Diptera,215,Chamaenerion angustifolium,1,2970.460449,38.88613799,-105.132072,Present
Thricops spp.,Diptera,215,Penstemon virgatus,1,2956.181641,38.88830404,-105.133752,Present
Thricops spp.,Diptera,249,Senecio eremophilus var. kingii,1,3101.872803,38.86413801,-105.123774,Present
Thricops spp.,Diptera,174,Sambucus racemosa,1,3140.962891,38.89141699,-105.067008,Present
Thricops spp.,Diptera,187,Rosa acicularis subsp. sayi,1,2790.901855,38.92960897,-105.043213,Present
Thricops spp.,Diptera,187,Rosa acicularis subsp. sayi,1,2790.901855,38.92960897,-105.043213,Present
Thricops spp.,Diptera,187,Rosa acicularis subsp. sayi,1,2790.901855,38.92960897,-105.043213,Present
Thricops spp.,Diptera,192,Achillea millefolium,1,3583.226318,38.87631398,-105.064524,Present
Thricops spp.,Diptera,203,Cirsium scariosum/scopulorum,1,3481.601318,38.87591299,-105.072651,Present
Thricops spp.,Diptera,203,Potentilla fruticosa,1,3484.435303,38.87572699,-105.072489,Present
Thricops spp.,Diptera,203,Geum rossii var. turbinatum,1,3497.825684,38.87581802,-105.072257,Present
Thricops spp.,Diptera,203,Zigadenus elegans,1,3497.825684,38.87581802,-105.072257,Present
Colletes nigrifrons,Hymenoptera,180,Rubus idaeus var. strigosus,1,2616.95459,38.90162297,-104.992246,Present
Hylaeus annulatus,Hymenoptera,180,Rubus idaeus var. strigosus,1,2616.95459,38.90162297,-104.992246,Present
Thricops spp.,Diptera,203,Potentilla hippiana,1,3481.020996,38.87520698,-105.074628,Present
Hylaeus annulatus,Hymenoptera,181,Rubus idaeus var. strigosus,1,2616.95459,38.90162297,-104.992246,Present
Hylaeus annulatus,Hymenoptera,181,Rubus idaeus var. strigosus,1,2616.95459,38.90162297,-104.992246,Present
Hylaeus annulatus,Hymenoptera,181,Rubus idaeus var. strigosus,1,2616.95459,38.90162297,-104.992246,Present
Hylaeus basalis,Hymenoptera,180,Rubus idaeus var. strigosus,1,2616.95459,38.90162297,-104.992246,Present
Hylaeus modestus,Hymenoptera,180,Rubus idaeus var. strigosus,1,2616.95459,38.90162297,-104.992246,Present
Lasioglossum spp.,Hymenoptera,180,Rubus idaeus var. strigosus,1,2616.95459,38.90162297,-104.992246,Present
Lasioglossum spp.,Hymenoptera,180,Rubus idaeus var. strigosus,1,2616.95459,38.90162297,-104.992246,Present
Coelioxys sp.,Hymenoptera,181,Rubus idaeus var. strigosus,1,2616.95459,38.90162297,-104.992246,Present
Hoplitis fulgida,Hymenoptera,180,Rubus idaeus var. strigosus,1,2616.95459,38.90162297,-104.992246,Present
Megachile gemula,Hymenoptera,180,Rubus idaeus var. strigosus,1,2616.95459,38.90162297,-104.992246,Present
Thricops spp.,Diptera,222,Swertia perennis,1,3150.650635,38.87882704,-105.102856,Present
Megachile melanophaea,Hymenoptera,180,Rubus idaeus var. strigosus,1,2616.95459,38.90162297,-104.992246,Present
Megachile spp.,Hymenoptera,180,Rubus idaeus var. strigosus,1,2616.95459,38.90162297,-104.992246,Present
Osmia tristella,Hymenoptera,180,Rubus idaeus var. strigosus,1,2616.95459,38.90162297,-104.992246,Present
Ancistrocerus spp.,Hymenoptera,180,Rubus idaeus var. strigosus,1,2616.95459,38.90162297,-104.992246,Present
Eumenes crucifera,Hymenoptera,181,Rubus idaeus var. strigosus,1,2616.95459,38.90162297,-104.992246,Present
Symmorphus cristatus,Hymenoptera,180,Rubus idaeus var. strigosus,1,2616.95459,38.90162297,-104.992246,Present
Anaspis sp.,Coleoptera,161,Rubus deliciosus,1,2524.490234,38.89543997,-104.982748,Present
Chrysotoxum spp.,Diptera,224,Geranium caespitosum,1,2776.85962,38.92473,-105.02226,Present
Bombus appositus,Hymenoptera,179,Cirsium scariosum/scopulorum,1,2769.84082,38.93014398,-105.045336,Present
Bombus appositus,Hymenoptera,180,Caragana arborescens,1,2778.667969,38.92450397,-105.022427,Present
Anaspis sp.,Coleoptera,161,Rubus deliciosus,1,2556.187744,38.89644002,-104.985256,Present
Anaspis sp.,Coleoptera,161,Rubus deliciosus,1,2556.187744,38.89644002,-104.985256,Present
Anthomyiidae spp.,Diptera,183,Geranium caespitosum,1,2601.988037,38.90065301,-104.990783,Present
Andrena milwaukeensis,Hymenoptera,174,Rubus deliciosus,1,2633.617432,38.90091897,-104.991687,Present
Bombus appositus,Hymenoptera,180,Caragana arborescens,1,2778.667969,38.92450397,-105.022427,Present
Bombus appositus,Hymenoptera,180,Penstemon virens,1,2791.307861,38.92450296,-105.02285,Present
Bombus appositus,Hymenoptera,143,Mertensia lanceolata,1,2606.960205,38.89075499,-104.976832,Present
Adeloidea sp.2,Lepidoptera,173,Sphaeralcea coccinea,1,1931.366089,38.88000696,-104.87284,Present
Cephenemyia sp.,Diptera,196,Erigeron speciosus,1,2777.622803,38.92421697,-105.022207,Present
Phoridae spp.,Diptera,212,Erigeron subtrinervis,1,3377.105713,38.86454302,-105.052948,Present
Trophodeinus sp.,Diptera,224,Chamaenerion angustifolium,1,3379.450439,38.86138396,-105.054306,Present
Tapinoma sessile,Hymenoptera,183,Rubus idaeus var. strigosus,1,2620.632324,38.90165197,-104.992241,Present
Tapinoma sessile,Hymenoptera,183,Rubus idaeus var. strigosus,1,2620.632324,38.90165197,-104.992241,Present
Tapinoma sessile,Hymenoptera,183,Rubus idaeus var. strigosus,1,2620.632324,38.90165197,-104.992241,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,182,Potentilla fruticosa,1,2625.000732,38.90141702,-104.992241,Present
Eumenes crucifera,Hymenoptera,183,Rubus idaeus var. strigosus,1,2620.632324,38.90165197,-104.992241,Present
Euphydryas anica,Lepidoptera,209,Galium boreale,1,2631.16577,38.903586,-104.99224,Present
Bombus appositus,Hymenoptera,205,Solidago multiradiata,1,2591.156738,38.89056397,-104.976064,Present
Bombus appositus,Hymenoptera,196,Geranium caespitosum,1,2324.52832,38.89448896,-104.974323,Present
Sarcophagidae spp.,Diptera,199,Zigadenus elegans,1,3547.237305,38.87054698,-105.061084,Present
Bombus appositus,Hymenoptera,156,Iris missouriensis,1,2674.44824,38.857075,-104.95966,Present
Sarcophagidae spp.,Diptera,202,Penstemon glaber,1,3573.999756,38.87568701,-105.064117,Present
Bombus appositus,Hymenoptera,205,Carduus nutans,1,2214.485107,38.86722196,-104.942884,Present
Bombus appositus,Hymenoptera,198,Centaurea diffusa,1,2113.81055,38.85992,-104.93544,Present
Bombus appositus,Hymenoptera,220,Linaria vulgaris,1,2129.296631,38.86329303,-104.935282,Present
Bombus appositus,Hymenoptera,220,Linaria vulgaris,1,2129.296631,38.86329303,-104.935282,Present
Bombus appositus,Hymenoptera,220,Linaria vulgaris,1,2129.296631,38.86329303,-104.935282,Present
Bombus appositus,Hymenoptera,200,Linaria dalmatica subsp. dalmatica,1,2090.99585,38.858988,-104.934484,Present
Bombus appositus,Hymenoptera,220,Linaria dalmatica subsp. dalmatica,1,2151.050293,38.86227303,-104.933869,Present
Sciaridae spp.,Diptera,196,Geranium caespitosum,1,2760.283447,38.92533797,-105.021878,Present
Sciaridae spp.,Diptera,213,Melilotus officinalis,1,2408.251953,38.93698303,-105.030554,Present
Chrysotoxum spp.,Diptera,224,Geranium caespitosum,1,2776.85962,38.92473,-105.02226,Present
Chrysotoxum spp.,Diptera,224,Geranium caespitosum,1,2776.85962,38.92473,-105.02226,Present
Chrysotoxum spp.,Diptera,224,Geranium caespitosum,1,2764.074951,38.92520897,-105.021905,Present
Chrysotoxum spp.,Diptera,224,Geranium caespitosum,1,2764.074951,38.92520897,-105.021905,Present
Chrysotoxum spp.,Diptera,224,Geranium caespitosum,1,2764.074951,38.92520897,-105.021905,Present
Chrysotoxum spp.,Diptera,224,Geranium caespitosum,1,2764.074951,38.92520897,-105.021905,Present
Chrysotoxum spp.,Diptera,226,Geranium caespitosum,1,2778.82153,38.924898,-105.02206,Present
Chrysotoxum spp.,Diptera,226,Geranium caespitosum,1,2778.82153,38.924898,-105.02206,Present
Peleteria spp.,Diptera,211,Rudbeckia hirta var. pulcherrima,1,2631.213135,38.90374803,-104.992235,Present
Osmia albolateralis,Hymenoptera,211,Castilleja miniata,1,2617.205078,38.90139699,-104.992232,Present
Megachile relativa,Hymenoptera,209,Erigeron formosissimus,1,2628.64941,38.903896,-104.99223,Present
Hylaeus wootoni,Hymenoptera,209,Erigeron formosissimus,1,2633.540283,38.903944,-104.992229,Present
